source,date,compound_score,positive_score,neutral_score,negative_score,tweet
@CBSNews,2018-06-22 15:09:39+00:00,-0.2263,0.191,0.584,0.226,The Supreme Court says police generally need a search warrant if they want to track criminal suspects' movements by… https://t.co/blWCidXS9v
@CBSNews,2018-06-22 14:55:04+00:00,0.5574,0.205,0.795,0.0,The Supreme Court just made it more expensive for you to shop online: https://t.co/wA1v00Dmod https://t.co/W1e9Wqskl3
@CBSNews,2018-06-22 14:44:17+00:00,0.0516,0.15,0.708,0.142,NEW: Supreme Court rules police need search warrants in order to take location data from a criminal suspect's cellp… https://t.co/UcPLNxvMKL
@CBSNews,2018-06-22 14:25:15+00:00,-0.3612,0.0,0.857,0.143,Some young immigrants at a detention center in the mountains of Virginia are coping through poetry… https://t.co/Fwzy1JcSEF
@CBSNews,2018-06-22 14:09:34+00:00,-0.4767,0.0,0.866,0.134,"The crying  Honduran girl on the cover of Time was never separated from her mother, according to Border Patrol agen… https://t.co/j4Y81kUrJ8"
@CBSNews,2018-06-22 13:52:27+00:00,0.0,0.0,1.0,0.0,Roughly 500 immigrant children who were separated from their families at the southern border have been reunited wit… https://t.co/fKdxKtsxm2
@CBSNews,2018-06-22 13:47:58+00:00,0.0,0.0,1.0,0.0,"RT @DavidBegnaud: Here is everything we’ve confirmed as of 9:39am ET, about the mother &amp; daughter seen in the now viral image being detaine…"
@CBSNews,2018-06-22 13:30:11+00:00,-0.4404,0.0,0.868,0.132,A mother from Guatemala sobbed when she was reunited with her son in Baltimore on Friday after being separated from… https://t.co/N8DSil804C
@CBSNews,2018-06-22 13:15:22+00:00,0.0,0.0,1.0,0.0,"President Trump threw a wrench in Republicans' efforts to pass sweeping immigration legislation soon, tweeting that… https://t.co/bBctIDwf5b"
@CBSNews,2018-06-22 13:04:14+00:00,0.0,0.0,1.0,0.0,The EU is enforcing tariffs on $3.4 billion in U.S. products in retaliation to duties the Trump administration has… https://t.co/FWFuldLZF4
@CBSNews,2018-06-22 12:53:49+00:00,0.3612,0.137,0.863,0.0,"RT @CBSThisMorning: In the middle of this nonstop news cycle, we want to take a moment to reflect. @JDickerson shares his thoughts on the b…"
@CBSNews,2018-06-22 12:42:47+00:00,-0.5423,0.0,0.837,0.163,RT @CBSThisMorning: A 13 year-old boy faces a felony charge in Illinois for recording a conversation with his school principals without the…
@CBSNews,2018-06-22 12:38:05+00:00,0.296,0.115,0.885,0.0,"REUNITED: A migrant mother and son from Guatemala, who were separated crossing the U.S. border, share an emotional… https://t.co/y0S30oTmnf"
@CBSNews,2018-06-22 12:26:28+00:00,-0.7717,0.0,0.739,0.261,The Port of New York and New Jersey has historically been exploited by criminals who force payoffs and other kickba… https://t.co/CcTje6SXrv
@CBSNews,2018-06-22 12:24:06+00:00,0.0,0.0,1.0,0.0,Labor Department figures show solar panel and wind turbine technicians are the two fastest-growing careers in the c… https://t.co/mtKJQ9H3Lq
@CBSNews,2018-06-22 12:14:55+00:00,0.4939,0.138,0.808,0.054,Online shoppers may soon have to pay extra to cover sales tax. The Supreme Court ruled that states can now force on… https://t.co/JdXDYkfO6X
@CBSNews,2018-06-22 12:11:23+00:00,-0.6249,0.0,0.823,0.177,Tens of thousands more people are fleeing deadly gang violence in El Salvador while some communities search for way… https://t.co/F4LEogYrfS
@CBSNews,2018-06-22 12:05:32+00:00,0.2584,0.12,0.88,0.0,President Trump is now telling Republicans in Congress not to bother with an immigration overhaul:… https://t.co/kCc7Gujt7Y
@CBSNews,2018-06-22 12:00:07+00:00,0.0258,0.12,0.766,0.115,"Hot Like Fire: Late R&amp;B singer Aaliyah-inspired makeup collection sells out within minutes, nearly two decades afte… https://t.co/g1LtRVSHkN"
@CBSNews,2018-06-22 11:53:57+00:00,-0.6249,0.083,0.664,0.253,The agency created to fight organized crime on New York and New Jersey docks may be pushed out:… https://t.co/IXrwLD8ntB
@CBSNews,2018-06-22 11:50:38+00:00,0.0,0.0,1.0,0.0,"The Port of New York and New Jersey processes nearly 7M cargo containers a year, delivering more than $200B in good… https://t.co/Vapz8kYOv2"
@CBSNews,2018-06-22 11:44:13+00:00,-0.7003,0.0,0.756,0.244,"The picture of a Honduran girl crying as she and her mother are detained in Texas has grabbed worldwide attention,… https://t.co/7gao9iM4gx"
@CBSNews,2018-06-22 11:40:38+00:00,-0.3384,0.0,0.916,0.084,"RT @CBSThisMorning: ""I asked her how long she'd been traveling, and she gave me this very weary look, and she said she'd been on the road w…"
@CBSNews,2018-06-22 11:39:24+00:00,-0.7003,0.0,0.775,0.225,The photo of a Honduran girl crying as she and her mom are detained in Texas has grabbed worldwide attention and co… https://t.co/1JRKkkARdC
@CBSNews,2018-06-22 11:25:05+00:00,0.4215,0.128,0.872,0.0,"A popular Chinese social media site is censoring discussion of ""Last Week Tonight"" and its HBO host John Oliver aft… https://t.co/ZvQrK8vAbx"
@CBSNews,2018-06-22 11:22:56+00:00,0.1027,0.062,0.938,0.0,Women in Saudi Arabia are set to drive legally for the first time this weekend after the government lifted the worl… https://t.co/YnZpwTIFtn
@CBSNews,2018-06-22 11:20:51+00:00,-0.128,0.15,0.676,0.174,Pulitzer Prize-winning columnist and cable news pundit Charles Krauthammer died Thursday. Friends and colleagues at… https://t.co/JhpHUv5Hyr
@CBSNews,2018-06-22 11:18:51+00:00,-0.3818,0.0,0.88,0.12,Texas Gov. Greg Abbott has declared a state of emergency in 6 counties after days of torrential rains near the bord… https://t.co/MxtU4WYxHa
@CBSNews,2018-06-22 11:17:29+00:00,-0.4404,0.0,0.804,0.196,Large crowds of protesters shut down a major highway near Pittsburgh overnight. The protest halted traffic for hour… https://t.co/k3HTf3tKq6
@CBSNews,2018-06-22 11:14:52+00:00,0.34,0.175,0.825,0.0,A long-term immigration solution may be even further out of reach in Washington this morning. Republican leaders ar… https://t.co/j87ZnVxMwh
@CBSNews,2018-06-22 11:10:08+00:00,0.0,0.0,1.0,0.0,A mom from Guatemala couldn't hold back when she saw her 7-year-old son for the first time since they were separate… https://t.co/CXklFJoGUV
@CBSNews,2018-06-22 11:07:30+00:00,0.0,0.0,1.0,0.0,A senior official tells CBS News about 500 children have been reunited with their families since the Trump administ… https://t.co/5XBYPQwV5o
@CBSNews,2018-06-22 11:00:04+00:00,-0.4019,0.0,0.87,0.13,"1 more U.S. Embassy worker in Cuba has ""confirmed"" mystery illness, the State Department says, bringing the total n… https://t.co/V16m0HBRvS"
@CBSNews,2018-06-22 10:39:52+00:00,0.0,0.0,1.0,0.0,"On this week's @TakeoutPodcast, Trump aide Kevin Hassett says immigration is a ""contentious"" issue despite a small… https://t.co/WXYJHOX5ou"
@CBSNews,2018-06-22 10:36:26+00:00,-0.4019,0.0,0.87,0.13,"RT @CBSThisMorning: THIS MORNING: 
🔜@DavidBegnaud has the latest on detained border families
🔜@nxthompson on SCOTUS ruling for internet sal…"
@CBSNews,2018-06-22 10:36:22+00:00,0.0,0.0,1.0,0.0,RT @CBSThisMorning: Here's what we're working on this morning: https://t.co/E4JptodKAO
@CBSNews,2018-06-22 10:35:38+00:00,0.0085,0.095,0.811,0.094,RT @DavidBegnaud: EXCLUSIVE: the Border Patrol agent who searched a mom — accused of entering the U.S. illegally with her young daughter —…
@CBSNews,2018-06-22 10:30:01+00:00,0.0,0.0,1.0,0.0,"SCOTUS ruled yesterday that states can now force online retailers to charge a sales tax, even if the company doesn'… https://t.co/6MYoTfTp3R"
@CBSNews,2018-06-22 10:23:19+00:00,0.1027,0.062,0.938,0.0,Women in Saudi Arabia are set to drive legally for the first time this weekend. The government there lifted the wor… https://t.co/nYtfHE7Vfp
@CBSNews,2018-06-22 10:16:50+00:00,0.0,0.0,1.0,0.0,A 7-year-old boy and his migrant mother who were separated have been reunited after she sued in federal court and t… https://t.co/6kV0ZExvqd
@CBSNews,2018-06-22 10:03:04+00:00,-0.9022,0.0,0.498,0.502,Lawyer: No threat from unarmed teen shot dead by officer while fleeing traffic stop https://t.co/yr3jGxWoev https://t.co/Y2bQLiuQBs
@CBSNews,2018-06-22 09:48:04+00:00,0.0,0.0,1.0,0.0,"Purdue Pharma used deceptive sales tactic for OxyContin after settlement, ex-sales rep says https://t.co/dgysEfKsvG https://t.co/bj1G1sRm4K"
@CBSNews,2018-06-22 09:33:03+00:00,-0.25,0.0,0.846,0.154,Timeline for reuniting separated families remains unclear as questions mount https://t.co/JdHQMxdCwb https://t.co/jDSFY6a0YO
@CBSNews,2018-06-22 09:18:03+00:00,0.0,0.0,1.0,0.0,Turpin sister's photos of shackled siblings draw gasps in court https://t.co/EG1KqXHxzO https://t.co/7kGNBtI4Io
@CBSNews,2018-06-22 09:03:03+00:00,-0.5719,0.0,0.684,0.316,American whiskey makers face dreaded reality: Tariffs https://t.co/1Bm7in6S2F https://t.co/z22SHP0Xut
@CBSNews,2018-06-22 08:48:03+00:00,0.0,0.0,1.0,0.0,Mixed-race family asks Blue Bell Ice Cream to change flavor name to be more inclusive https://t.co/TFWgsWVh9U https://t.co/eqvARp3W1X
@CBSNews,2018-06-22 08:33:03+00:00,0.4019,0.184,0.816,0.0,Delta Air Lines bans pit bulls as service or support animals https://t.co/RnhhKMNj67 https://t.co/izjjacSOjx
@CBSNews,2018-06-22 08:18:03+00:00,0.0,0.0,1.0,0.0,Gina Rodriguez uses Emmys campaign money to fund scholarship for undocumented student https://t.co/m8WGN7Pgru https://t.co/BPuE5ox2KA
@CBSNews,2018-06-22 08:03:04+00:00,-0.6705,0.0,0.757,0.243,"Bear that killed hiker likely mauled volunteer looking for him, Alaska police say https://t.co/vAaw0v7vdP https://t.co/8cGNWUJFzr"
@CBSNews,2018-06-22 07:48:03+00:00,-0.886,0.0,0.536,0.464,Arrest in 1986 cold case murder of 12-year-old Washington girl abducted from park https://t.co/nLwwik9FKz https://t.co/xwzX4wiC6V
@CBSNews,2018-06-22 07:33:03+00:00,-0.6369,0.0,0.769,0.231,Officer who fatally shot running teen in East Pittsburgh was just sworn in https://t.co/6RYLSgMs3B https://t.co/xtbMX55DTl
@CBSNews,2018-06-22 07:18:04+00:00,-0.9153,0.0,0.522,0.478,"Dad of teen who died after being mistaken for dead says fire department ""dropped the ball"" https://t.co/ygNuQO1NlX https://t.co/K43OqQUubq"
@CBSNews,2018-06-22 07:03:03+00:00,-0.4215,0.0,0.851,0.149,"At least 33 children fall ill at Lake Placid summer camp in Florida, authorities say https://t.co/4u8PkbMxa1 https://t.co/A5moaXRhvF"
@CBSNews,2018-06-22 06:48:03+00:00,-0.8176,0.0,0.485,0.515,Florida police arrest suspect in shooting death of XXXTentacion https://t.co/5mW0XzBGiI https://t.co/YiRFjTx4yC
@CBSNews,2018-06-22 06:33:03+00:00,-0.9136,0.0,0.461,0.539,Report: 13 bald eagles found dead in Maryland died by poisoning https://t.co/7OCX6C3Pkx https://t.co/2ngQTejHed
@CBSNews,2018-06-22 06:18:03+00:00,-0.6486,0.0,0.719,0.281,"Koko, the gorilla who mastered sign language, dead at 46 https://t.co/Vf7aEqReNR https://t.co/Cuk4sFMbf6"
@CBSNews,2018-06-22 06:03:03+00:00,0.0,0.0,1.0,0.0,Dean Cain joins Idaho police department https://t.co/eHUJDVeL6T https://t.co/PfqPn5Uc4P
@CBSNews,2018-06-22 05:48:04+00:00,-0.8807,0.0,0.537,0.463,Charges: Mom said she dumped boy's body in ocean when he died after head injury https://t.co/jkVqt9kLZe https://t.co/1de0bUArm9
@CBSNews,2018-06-22 05:33:03+00:00,0.0,0.0,1.0,0.0,The businesses making millions from Trump's child separation policy https://t.co/aByn75UTG7 https://t.co/6m7xaC7K4p
@CBSNews,2018-06-22 05:18:03+00:00,-0.6771,0.0,0.664,0.336,"McAllen, Texas, braces for more rain following devastating flooding https://t.co/bAr4yYs4Bv"
@CBSNews,2018-06-22 05:03:03+00:00,-0.5994,0.0,0.738,0.262,Woman's body found after floodwaters wreak havoc in western Pennsylvania https://t.co/l45RlT45D9 https://t.co/PEJHQdrEDF
@CBSNews,2018-06-22 04:48:03+00:00,0.34,0.194,0.806,0.0,New evidence that viruses may play a role in Alzheimer’s https://t.co/TzBQ4go89e https://t.co/0LvfRlW54g
@CNN,2018-06-23 01:00:44+00:00,0.5859,0.194,0.806,0.0,"Actor Dean Cain, who played Superman in ""Lois &amp;amp; Clark: The New Adventures of Superman,"" was just sworn in as a… https://t.co/zmeQSMq1yc"
@CNN,2018-06-23 00:54:58+00:00,-0.4939,0.0,0.873,0.127,"RT @AC360: President Trump calls portrayals of families' grief over separations at the border as ""phony""

""So two days ago, the stories wer…"
@CNN,2018-06-23 00:53:04+00:00,-0.4404,0.105,0.711,0.184,"""It's like they're putting a knife in your chest and killing you.""

A Guatemalan immigrant reunited with her son ea… https://t.co/gtA28XntCX"
@CNN,2018-06-23 00:45:10+00:00,0.0,0.0,1.0,0.0,Actor Tom Arnold says he has tapes of the President that have yet to be heard by the public https://t.co/hplijUdhKr https://t.co/8ylShFDOyR
@CNN,2018-06-23 00:41:28+00:00,0.296,0.099,0.901,0.0,"RT @OutFrontCNN: ""Oh yeah, he's got tapes."" - Tom Arnold tells @PoppyHarlowCNN that Michael Cohen has recordings, suggests they could be pr…"
@CNN,2018-06-23 00:40:48+00:00,0.0,0.0,1.0,0.0,RT @OutFrontCNN: 17. That is how many seconds of silence expired while @PoppyHarlowCNN waited for Tom Arnold to answer her question about w…
@CNN,2018-06-23 00:37:04+00:00,-0.8689,0.0,0.612,0.388,The suspect in New York's deadliest terror attack since 9/11 was arraigned on new charges -- six counts of attempte… https://t.co/hEv1f9YHXf
@CNN,2018-06-23 00:30:06+00:00,-0.2732,0.0,0.9,0.1,The College Board wants to cut thousands of years from its AP World History test. Teachers aren't having it.… https://t.co/90ThruGQgC
@CNN,2018-06-23 00:22:02+00:00,-0.2732,0.118,0.717,0.165,"From beginning to end, this week was politically disastrous for Trump — and for Republicans hoping to build momentu… https://t.co/9BOlrq7kMx"
@CNN,2018-06-23 00:15:06+00:00,0.4404,0.162,0.838,0.0,Let XXXTentacion's passing spell the end of his fame | By Liz Lazzara for @CNNopinion https://t.co/XsVKhWqVmS https://t.co/Xn4v0OrKHH
@CNN,2018-06-23 00:10:09+00:00,0.0,0.0,1.0,0.0,"About 9,000 bourbon barrels plummeted to the ground at Barton 1792 Distillery, home of the brand 1792 Bourbon… https://t.co/NhxEr4dwMt"
@CNN,2018-06-23 00:00:32+00:00,0.0,0.0,1.0,0.0,The follow up to one of the biggest movies of all-time is roaring onto movie screens. Here's a preview of 'Jurassic… https://t.co/la4ZTSgXef
@CNN,2018-06-22 23:50:01+00:00,0.2023,0.079,0.921,0.0,A top Netflix executive has left the company after he used the N-word in front of colleagues on more than one occas… https://t.co/XxiDvD6mlu
@CNN,2018-06-22 23:40:08+00:00,-0.2732,0.0,0.896,0.104,Planned Parenthood is suing the Department of Health and Human Services over changes to the agency's embattled Teen… https://t.co/sCyll9NlZq
@CNN,2018-06-22 23:29:05+00:00,0.0,0.0,1.0,0.0,Three undocumented immigrants who filed suit Wednesday over being forcibly separated from their children are asking… https://t.co/iQo7aeoWOJ
@CNN,2018-06-22 23:15:07+00:00,-0.0572,0.0,0.936,0.064,"Rep. Steve King, Republican of Iowa, said he doesn't want Somali Muslims working in his home district's meat-packin… https://t.co/N7juwI4tjr"
@CNN,2018-06-22 23:00:04+00:00,0.0,0.0,1.0,0.0,An internal draft Navy memo identifies potential housing locations for tens of thousands of immigrants at military… https://t.co/ULnMfCPVeC
@CNN,2018-06-22 22:45:07+00:00,-0.3182,0.128,0.685,0.187,How 8 minutes of powerful audio came to define the family separation crisis | Analysis by Chris Cillizza… https://t.co/j2YbDiKilg
@CNN,2018-06-22 22:30:07+00:00,0.7243,0.299,0.607,0.094,Republicans said there are still outstanding records requests that the Justice Department has not satisfied in the… https://t.co/7AG2R380U8
@CNN,2018-06-22 22:16:06+00:00,0.0,0.0,1.0,0.0,"Perishable food from the canceled congressional picnic was donated to Walter Reed National Military Medical Center,… https://t.co/DUR6TfhwRm"
@CNN,2018-06-22 22:00:21+00:00,-0.4767,0.0,0.819,0.181,Time magazine stands by illustration of crying girl next to Trump amid backlash https://t.co/1yjg3sVNPq https://t.co/FdYRbOHKTj
@CNN,2018-06-22 21:38:04+00:00,0.0,0.0,1.0,0.0,"Michelle Obama is attending the opening of the annual American Library Association

Watch live: https://t.co/o46ZlSsNug"
@CNN,2018-06-22 21:31:17+00:00,0.128,0.118,0.786,0.096,NASA has a new plan to stop asteroids and help scientists detect near-Earth objects they haven't been able to find… https://t.co/ZN71CjGOKi
@CNN,2018-06-22 21:15:07+00:00,0.0,0.0,1.0,0.0,"In one week, Trump has tied himself into an impossible immigration knot, writes @zbyronwolf https://t.co/AGPqQIHKub https://t.co/k6h7CSEM55"
@CNN,2018-06-22 21:00:13+00:00,0.0772,0.067,0.933,0.0,"Since taking office, EPA Administrator Scott Pruitt has sent only a small number of external emails from his offici… https://t.co/vQvsHrBD16"
@CNN,2018-06-22 20:45:04+00:00,-0.5859,0.077,0.684,0.239,"China's ZTE, which the US government has accused of repeated sanctions violations, has paid a $1 billion fine, a Co… https://t.co/rcixiJUHLS"
@CNN,2018-06-22 20:33:04+00:00,-0.6597,0.0,0.812,0.188,The Republican nominee for a US House seat in New Jersey has said diversity leads to Muslims killing Christians and… https://t.co/hzuv4oNRrZ
@CNN,2018-06-22 20:23:00+00:00,0.0,0.0,1.0,0.0,"Parents and children from Urban Academy, a charter school in Pittsburgh, Pennsylvania, held hands in silence on Fri… https://t.co/v3Zcu1aqU4"
@CNN,2018-06-22 20:10:07+00:00,0.0,0.0,1.0,0.0,The Trump administration said says it has reunified approximately 500 families separated at the border but the stat… https://t.co/yAXsrQoRhR
@CNN,2018-06-22 20:00:12+00:00,-0.4939,0.096,0.68,0.224,Rep. Ted Lieu played the sounds of crying children from a detention facility on the House floor Friday afternoon. R… https://t.co/XdtBO0Jf7o
@CNN,2018-06-22 19:59:51+00:00,0.0,0.0,1.0,0.0,A far-right pundit appointed to a post at the Department of Health and Human Services listed on her resume past wor… https://t.co/8EPOMwY5xQ
@CNN,2018-06-22 19:51:04+00:00,-0.6908,0.0,0.769,0.231,Rhode Island just became the latest state to try and fail to pass legislation that would put pressure on President… https://t.co/8mQ3zMRKkN
@CNN,2018-06-22 19:40:09+00:00,0.3182,0.119,0.881,0.0,Orlando's airport is the first in the US to expand automated facial-recognition technology to all international tra… https://t.co/BW4cjesTRg
@CNN,2018-06-22 19:30:12+00:00,0.4588,0.162,0.766,0.072,Etsy sellers are confronting unknowns after a new Supreme Court ruling that upends how states handle online sales t… https://t.co/H6sWAMAyPo
@CNN,2018-06-22 19:21:06+00:00,-0.6249,0.0,0.814,0.186,"The House passed the most expansive legislation Congress has taken to date to address the opioid crisis, approving… https://t.co/TxcwByaMAV"
@CNN,2018-06-22 19:11:07+00:00,0.0,0.0,1.0,0.0,"The Republican mayor of America's largest border city slams Trump on Mexico: ""His rhetoric is not applicable to El… https://t.co/pSEVh0jSEk"
@CNN,2018-06-22 19:01:08+00:00,-0.1531,0.174,0.625,0.201,"Trump describes families of Americans killed by immigrants as ""permanently separated from their loved ones"" https://t.co/TCJIDNF34r"
@CNN,2018-06-22 18:52:08+00:00,0.0,0.0,1.0,0.0,T-shirt makers are riffing on Melania Trump's jacket and donating the proceeds to refugee services… https://t.co/4SxFhuv0rz
@CNN,2018-06-22 18:41:10+00:00,-0.128,0.0,0.897,0.103,Democrats demand answers on how immigrant parents will be reunited with children https://t.co/SQtN0sVymB https://t.co/s5XkXPUAAo
@CNN,2018-06-22 18:21:05+00:00,-0.5719,0.0,0.773,0.227,"Rising wages are forcing fast-food chains to make a crucial decision: Raise menu prices and risk losing customers,… https://t.co/scZDqQ6qpi"
@CNN,2018-06-22 18:04:22+00:00,-0.5106,0.0,0.852,0.148,"Americans born into poverty are more likely than ever before to stay that way under the Trump administration, accor… https://t.co/SBeyHkuUbk"
@CNN,2018-06-22 17:53:17+00:00,0.5859,0.194,0.806,0.0,"Actor Dean Cain, who played Superman in ""Lois &amp; Clark: The New Adventures of Superman,"" was just sworn in as a rese… https://t.co/F1qLR9VB21"
@CNN,2018-06-22 17:43:05+00:00,0.0,0.0,1.0,0.0,Here's how Chipotle is making a comeback https://t.co/G8ELWNTsA7 https://t.co/Fa61nNvtCJ
@CNN,2018-06-22 17:33:55+00:00,0.4019,0.184,0.816,0.0,"How soybeans -- yes, soybeans -- could impact the midterm elections https://t.co/x1n0mzZAK3 https://t.co/WlMxjuxTsv"
@CNN,2018-06-22 17:20:00+00:00,0.128,0.118,0.786,0.096,NASA has a new plan to stop asteroids and help scientists detect near-Earth objects they haven't been able to find… https://t.co/M7KR9lndtU
@CNN,2018-06-22 17:10:00+00:00,0.0,0.0,1.0,0.0,Host nation Russia scored five goals against Saudi Arabia and another three against Egypt at this year’s #WorldCup… https://t.co/mpC1WnWo1Q
@CNN,2018-06-22 17:02:20+00:00,0.0,0.0,1.0,0.0,GM is bringing back the Chevy Blazer — an SUV classic — for the first time since 2005 https://t.co/8c76T7UoS8 https://t.co/OfZ2HFmbmp
@CNN,2018-06-22 16:57:05+00:00,0.0,0.0,1.0,0.0,"Democratic Sen. Jeff Merkley is ""exploring the possibility"" of throwing his hat in the ring in the 2020 presidentia… https://t.co/npUzxsWjHa"
@CNN,2018-06-22 16:46:55+00:00,0.0,0.0,1.0,0.0,"The US government might send up to 20,000 undocumented immigrant children to housing on US military bases, two defe… https://t.co/MOolweHAxf"
@CNN,2018-06-22 16:34:59+00:00,0.0,0.0,1.0,0.0,The follow up to one of the biggest movies of all-time is roaring onto movie screens. Here's a preview of 'Jurassic… https://t.co/jI7p2ESbdH
@CNN,2018-06-22 16:20:07+00:00,-0.7184,0.0,0.714,0.286,"An immigrant detained at a federal prison in California has been diagnosed with chickenpox, raising concerns among… https://t.co/8AwRWCKrFm"
@CNN,2018-06-22 16:10:03+00:00,-0.5574,0.0,0.841,0.159,"On Sunday, Saudi Arabia will end the world's only ban on women drivers. Here's what you need to know:… https://t.co/q1BO68oNrJ"
@CNN,2018-06-22 16:00:09+00:00,0.4019,0.153,0.847,0.0,There's nearly a Nixon 1974 level of public support for impeaching President Trump | Analysis by @zbyronwolf … https://t.co/Xx8EUumfrA
@CNN,2018-06-22 15:50:07+00:00,-0.296,0.0,0.885,0.115,Not long after President Trump signed an executive order to stop separating children from parents illegally crossin… https://t.co/TkHcAQCqm3
@CNN,2018-06-22 15:40:07+00:00,-0.5106,0.0,0.852,0.148,"Americans born into poverty are more likely than ever before to stay that way under the Trump administration, accor… https://t.co/qbgYU9BidF"
